STATION,NAME,DATE,TAVG,TMAX,TMIN
ASN00009021,"PERTH AIRPORT, AS",9/13/1995,54,64,45
ASN00009021,"PERTH AIRPORT, AS",9/14/1995,56,66,44
ASN00009021,"PERTH AIRPORT, AS",9/15/1995,57,70,46
ASN00009021,"PERTH AIRPORT, AS",9/16/1995,62,79,46
ASN00009021,"PERTH AIRPORT, AS",9/17/1995,62,67,50
ASN00009021,"PERTH AIRPORT, AS",9/18/1995,59,68,59
ASN00009021,"PERTH AIRPORT, AS",9/19/1995,60,68,50
ASN00009021,"PERTH AIRPORT, AS",9/20/1995,56,66,56
ASN00009021,"PERTH AIRPORT, AS",9/21/1995,57,67,47
ASN00009021,"PERTH AIRPORT, AS",9/22/1995,58,68,48
ASN00009021,"PERTH AIRPORT, AS",9/23/1995,60,70,50
ASN00009021,"PERTH AIRPORT, AS",9/24/1995,63,78,53
ASN00009021,"PERTH AIRPORT, AS",9/25/1995,59,69,51
ASN00009021,"PERTH AIRPORT, AS",9/26/1995,63,72,50
ASN00009021,"PERTH AIRPORT, AS",9/27/1995,61,69,58
ASN00009021,"PERTH AIRPORT, AS",9/28/1995,58,67,56
ASN00009021,"PERTH AIRPORT, AS",9/29/1995,56,64,45
ASN00009021,"PERTH AIRPORT, AS",9/30/1995,56,65,50
ASN00009021,"PERTH AIRPORT, AS",10/1/1995,58,69,49
ASN00009021,"PERTH AIRPORT, AS",10/2/1995,60,73,50
ASN00009021,"PERTH AIRPORT, AS",10/3/1995,62,76,48
ASN00009021,"PERTH AIRPORT, AS",10/4/1995,59,68,51
ASN00009021,"PERTH AIRPORT, AS",10/5/1995,58,66,52
ASN00009021,"PERTH AIRPORT, AS",10/6/1995,58,68,52
ASN00009021,"PERTH AIRPORT, AS",10/7/1995,59,71,48
ASN00009021,"PERTH AIRPORT, AS",10/8/1995,62,72,48
ASN00009021,"PERTH AIRPORT, AS",10/9/1995,57,66,54
ASN00009021,"PERTH AIRPORT, AS",10/10/1995,61,68,48
ASN00009021,"PERTH AIRPORT, AS",10/11/1995,57,66,54
ASN00009021,"PERTH AIRPORT, AS",10/12/1995,58,68,46
ASN00009021,"PERTH AIRPORT, AS",10/13/1995,66,76,51
ASN00009021,"PERTH AIRPORT, AS",10/14/1995,70,88,57
ASN00009021,"PERTH AIRPORT, AS",10/15/1995,66,75,53
ASN00009021,"PERTH AIRPORT, AS",10/16/1995,72,84,61
ASN00009021,"PERTH AIRPORT, AS",10/17/1995,63,68,62
ASN00009021,"PERTH AIRPORT, AS",10/18/1995,64,71,59
ASN00009021,"PERTH AIRPORT, AS",10/19/1995,58,68,52
ASN00009021,"PERTH AIRPORT, AS",10/20/1995,59,69,47
ASN00009021,"PERTH AIRPORT, AS",10/21/1995,61,72,51
ASN00009021,"PERTH AIRPORT, AS",10/22/1995,62,75,51
ASN00009021,"PERTH AIRPORT, AS",10/23/1995,66,80,53
ASN00009021,"PERTH AIRPORT, AS",10/24/1995,67,85,56
ASN00009021,"PERTH AIRPORT, AS",10/25/1995,65,77,48
ASN00009021,"PERTH AIRPORT, AS",10/26/1995,68,80,54
ASN00009021,"PERTH AIRPORT, AS",10/27/1995,67,83,59
ASN00009021,"PERTH AIRPORT, AS",10/28/1995,67,83,53
ASN00009021,"PERTH AIRPORT, AS",10/29/1995,68,77,56
ASN00009021,"PERTH AIRPORT, AS",10/30/1995,65,73,63
ASN00009021,"PERTH AIRPORT, AS",10/31/1995,63,72,58
ASN00009021,"PERTH AIRPORT, AS",11/1/1995,61,69,55
ASN00009021,"PERTH AIRPORT, AS",11/2/1995,61,70,55
ASN00009021,"PERTH AIRPORT, AS",11/3/1995,64,75,50
ASN00009021,"PERTH AIRPORT, AS",11/4/1995,72,83,55
ASN00009021,"PERTH AIRPORT, AS",11/5/1995,70,90,61
ASN00009021,"PERTH AIRPORT, AS",11/6/1995,66,73,58
ASN00009021,"PERTH AIRPORT, AS",11/7/1995,61,72,59
ASN00009021,"PERTH AIRPORT, AS",11/8/1995,53,61,51
ASN00009021,"PERTH AIRPORT, AS",11/9/1995,57,68,48
ASN00009021,"PERTH AIRPORT, AS",11/10/1995,62,76,48
ASN00009021,"PERTH AIRPORT, AS",11/11/1995,62,72,51
ASN00009021,"PERTH AIRPORT, AS",11/12/1995,61,70,50
ASN00009021,"PERTH AIRPORT, AS",11/13/1995,66,79,51
ASN00009021,"PERTH AIRPORT, AS",11/14/1995,72,90,53
ASN00009021,"PERTH AIRPORT, AS",11/15/1995,66,77,56
ASN00009021,"PERTH AIRPORT, AS",11/16/1995,66,75,57
ASN00009021,"PERTH AIRPORT, AS",11/17/1995,67,78,57
ASN00009021,"PERTH AIRPORT, AS",11/18/1995,69,83,57
ASN00009021,"PERTH AIRPORT, AS",11/19/1995,66,76,55
ASN00009021,"PERTH AIRPORT, AS",11/20/1995,69,81,56
ASN00009021,"PERTH AIRPORT, AS",11/21/1995,72,89,60
ASN00009021,"PERTH AIRPORT, AS",11/22/1995,71,86,57
ASN00009021,"PERTH AIRPORT, AS",11/23/1995,72,84,60
ASN00009021,"PERTH AIRPORT, AS",11/24/1995,69,80,63
ASN00009021,"PERTH AIRPORT, AS",11/25/1995,66,70,60
ASN00009021,"PERTH AIRPORT, AS",11/26/1995,65,72,63
ASN00009021,"PERTH AIRPORT, AS",11/27/1995,62,73,61
ASN00009021,"PERTH AIRPORT, AS",11/28/1995,62,71,51
ASN00009021,"PERTH AIRPORT, AS",11/29/1995,65,72,55
ASN00009021,"PERTH AIRPORT, AS",11/30/1995,65,75,61
ASN00009021,"PERTH AIRPORT, AS",12/1/1995,70,81,54
ASN00009021,"PERTH AIRPORT, AS",12/2/1995,70,83,59
ASN00009021,"PERTH AIRPORT, AS",12/3/1995,63,74,59
ASN00009021,"PERTH AIRPORT, AS",12/4/1995,67,80,55
ASN00009021,"PERTH AIRPORT, AS",12/5/1995,75,88,60
ASN00009021,"PERTH AIRPORT, AS",12/6/1995,73,88,63
ASN00009021,"PERTH AIRPORT, AS",12/7/1995,68,78,58
ASN00009021,"PERTH AIRPORT, AS",12/8/1995,65,77,58
ASN00009021,"PERTH AIRPORT, AS",12/9/1995,69,82,56
ASN00009021,"PERTH AIRPORT, AS",12/10/1995,71,86,57
ASN00009021,"PERTH AIRPORT, AS",12/11/1995,77,92,57
ASN00009021,"PERTH AIRPORT, AS",12/12/1995,76,85,63
ASN00009021,"PERTH AIRPORT, AS",12/13/1995,72,82,67
ASN00009021,"PERTH AIRPORT, AS",12/14/1995,71,76,66
ASN00009021,"PERTH AIRPORT, AS",12/15/1995,66,78,67
ASN00009021,"PERTH AIRPORT, AS",12/16/1995,68,74,53
ASN00009021,"PERTH AIRPORT, AS",12/17/1995,69,80,61
ASN00009021,"PERTH AIRPORT, AS",12/18/1995,73,91,58
ASN00009021,"PERTH AIRPORT, AS",12/19/1995,67,76,65
ASN00009021,"PERTH AIRPORT, AS",12/20/1995,66,73,57
ASN00009021,"PERTH AIRPORT, AS",12/21/1995,69,78,61
ASN00009021,"PERTH AIRPORT, AS",12/22/1995,72,83,61
ASN00009021,"PERTH AIRPORT, AS",12/23/1995,73,82,61
ASN00009021,"PERTH AIRPORT, AS",12/24/1995,74,85,69
ASN00009021,"PERTH AIRPORT, AS",12/25/1995,74,84,66
ASN00009021,"PERTH AIRPORT, AS",12/26/1995,74,85,65
ASN00009021,"PERTH AIRPORT, AS",12/27/1995,78,91,64
ASN00009021,"PERTH AIRPORT, AS",12/28/1995,74,87,67
ASN00009021,"PERTH AIRPORT, AS",12/29/1995,73,86,63
ASN00009021,"PERTH AIRPORT, AS",12/30/1995,74,88,61
ASN00009021,"PERTH AIRPORT, AS",12/31/1995,74,89,63
ASN00009021,"PERTH AIRPORT, AS",1/1/1996,81,94,64
ASN00009021,"PERTH AIRPORT, AS",1/2/1996,85,103,69
ASN00009021,"PERTH AIRPORT, AS",1/3/1996,71,80,64
ASN00009021,"PERTH AIRPORT, AS",1/4/1996,68,80,60
ASN00009021,"PERTH AIRPORT, AS",1/5/1996,72,82,56
ASN00009021,"PERTH AIRPORT, AS",1/6/1996,78,94,63
ASN00009021,"PERTH AIRPORT, AS",1/7/1996,81,101,66
ASN00009021,"PERTH AIRPORT, AS",1/8/1996,79,93,64
ASN00009021,"PERTH AIRPORT, AS",1/9/1996,72,85,63
ASN00009021,"PERTH AIRPORT, AS",1/10/1996,74,85,61
ASN00009021,"PERTH AIRPORT, AS",1/11/1996,73,91,65
ASN00009021,"PERTH AIRPORT, AS",1/12/1996,70,82,59
ASN00009021,"PERTH AIRPORT, AS",1/13/1996,67,79,57
ASN00009021,"PERTH AIRPORT, AS",1/14/1996,70,84,56
ASN00009021,"PERTH AIRPORT, AS",1/15/1996,78,93,61
ASN00009021,"PERTH AIRPORT, AS",1/16/1996,86,101,67
ASN00009021,"PERTH AIRPORT, AS",1/17/1996,83,106,73
ASN00009021,"PERTH AIRPORT, AS",1/18/1996,73,84,66
ASN00009021,"PERTH AIRPORT, AS",1/19/1996,71,86,60
ASN00009021,"PERTH AIRPORT, AS",1/20/1996,73,87,56
ASN00009021,"PERTH AIRPORT, AS",1/21/1996,79,94,59
ASN00009021,"PERTH AIRPORT, AS",1/22/1996,86,101,69
ASN00009021,"PERTH AIRPORT, AS",1/23/1996,76,97,72
ASN00009021,"PERTH AIRPORT, AS",1/24/1996,75,91,61
ASN00009021,"PERTH AIRPORT, AS",1/25/1996,72,91,62
ASN00009021,"PERTH AIRPORT, AS",1/26/1996,70,81,57
ASN00009021,"PERTH AIRPORT, AS",1/27/1996,70,83,58
ASN00009021,"PERTH AIRPORT, AS",1/28/1996,72,88,62
ASN00009021,"PERTH AIRPORT, AS",1/29/1996,69,78,60
ASN00009021,"PERTH AIRPORT, AS",1/30/1996,65,75,62
ASN00009021,"PERTH AIRPORT, AS",1/31/1996,72,83,55
ASN00009021,"PERTH AIRPORT, AS",2/1/1996,80,94,63
ASN00009021,"PERTH AIRPORT, AS",2/2/1996,85,102,66
ASN00009021,"PERTH AIRPORT, AS",2/3/1996,81,96,74
ASN00009021,"PERTH AIRPORT, AS",2/4/1996,81,96,69
ASN00009021,"PERTH AIRPORT, AS",2/5/1996,78,94,71
ASN00009021,"PERTH AIRPORT, AS",2/6/1996,83,95,66
ASN00009021,"PERTH AIRPORT, AS",2/7/1996,81,93,73
ASN00009021,"PERTH AIRPORT, AS",2/8/1996,84,96,72
ASN00009021,"PERTH AIRPORT, AS",2/9/1996,88,100,75
ASN00009021,"PERTH AIRPORT, AS",2/10/1996,89,104,77
ASN00009021,"PERTH AIRPORT, AS",2/11/1996,89,109,76
ASN00009021,"PERTH AIRPORT, AS",2/12/1996,84,104,71
ASN00009021,"PERTH AIRPORT, AS",2/13/1996,79,94,67
ASN00009021,"PERTH AIRPORT, AS",2/14/1996,81,98,64
ASN00009021,"PERTH AIRPORT, AS",2/15/1996,87,110,68
ASN00009021,"PERTH AIRPORT, AS",2/16/1996,85,105,67
ASN00009021,"PERTH AIRPORT, AS",2/17/1996,76,89,66
ASN00009021,"PERTH AIRPORT, AS",2/18/1996,70,81,65
ASN00009021,"PERTH AIRPORT, AS",2/19/1996,72,85,60
ASN00009021,"PERTH AIRPORT, AS",2/20/1996,73,88,61
ASN00009021,"PERTH AIRPORT, AS",2/21/1996,78,96,63
ASN00009021,"PERTH AIRPORT, AS",2/22/1996,79,93,63
ASN00009021,"PERTH AIRPORT, AS",2/23/1996,81,99,68
ASN00009021,"PERTH AIRPORT, AS",2/24/1996,79,93,67
ASN00009021,"PERTH AIRPORT, AS",2/25/1996,88,106,68
ASN00009021,"PERTH AIRPORT, AS",2/26/1996,79,96,67
ASN00009021,"PERTH AIRPORT, AS",2/27/1996,76,89,64
ASN00009021,"PERTH AIRPORT, AS",2/28/1996,76,88,62
ASN00009021,"PERTH AIRPORT, AS",2/29/1996,77,95,68
ASN00009021,"PERTH AIRPORT, AS",3/1/1996,81,95,60
ASN00009021,"PERTH AIRPORT, AS",3/2/1996,80,98,68
ASN00009021,"PERTH AIRPORT, AS",3/3/1996,71,83,64
ASN00009021,"PERTH AIRPORT, AS",3/4/1996,71,82,62
ASN00009021,"PERTH AIRPORT, AS",3/5/1996,70,83,58
ASN00009021,"PERTH AIRPORT, AS",3/6/1996,71,84,60
ASN00009021,"PERTH AIRPORT, AS",3/7/1996,79,90,61
ASN00009021,"PERTH AIRPORT, AS",3/8/1996,88,104,69
ASN00009021,"PERTH AIRPORT, AS",3/9/1996,82,107,79
ASN00009021,"PERTH AIRPORT, AS",3/10/1996,68,82,66
ASN00009021,"PERTH AIRPORT, AS",3/11/1996,72,84,58
ASN00009021,"PERTH AIRPORT, AS",3/12/1996,77,91,61
ASN00009021,"PERTH AIRPORT, AS",3/13/1996,79,94,65
ASN00009021,"PERTH AIRPORT, AS",3/14/1996,65,75,68
ASN00009021,"PERTH AIRPORT, AS",3/15/1996,64,73,55
ASN00009021,"PERTH AIRPORT, AS",3/16/1996,67,78,61
ASN00009021,"PERTH AIRPORT, AS",3/17/1996,70,87,56
ASN00009021,"PERTH AIRPORT, AS",3/18/1996,70,84,58
ASN00009021,"PERTH AIRPORT, AS",3/19/1996,69,81,54
ASN00009021,"PERTH AIRPORT, AS",3/20/1996,75,87,57
ASN00009021,"PERTH AIRPORT, AS",3/21/1996,79,95,66
ASN00009021,"PERTH AIRPORT, AS",3/22/1996,65,77,65
ASN00009021,"PERTH AIRPORT, AS",3/23/1996,67,76,52
ASN00009021,"PERTH AIRPORT, AS",3/24/1996,68,80,59
ASN00009021,"PERTH AIRPORT, AS",3/25/1996,71,84,60
ASN00009021,"PERTH AIRPORT, AS",3/26/1996,70,81,62
ASN00009021,"PERTH AIRPORT, AS",3/27/1996,63,71,61
ASN00009021,"PERTH AIRPORT, AS",3/28/1996,62,73,57
ASN00009021,"PERTH AIRPORT, AS",3/29/1996,64,77,46
ASN00009021,"PERTH AIRPORT, AS",3/30/1996,69,80,52
ASN00009021,"PERTH AIRPORT, AS",3/31/1996,71,83,59
ASN00009021,"PERTH AIRPORT, AS",4/1/1996,72,85,60
ASN00009021,"PERTH AIRPORT, AS",4/2/1996,75,89,62
ASN00009021,"PERTH AIRPORT, AS",4/3/1996,75,88,67
ASN00009021,"PERTH AIRPORT, AS",4/4/1996,71,82,68
ASN00009021,"PERTH AIRPORT, AS",4/5/1996,60,71,61
ASN00009021,"PERTH AIRPORT, AS",4/6/1996,63,75,48
ASN00009021,"PERTH AIRPORT, AS",4/7/1996,69,82,53
ASN00009021,"PERTH AIRPORT, AS",4/8/1996,75,86,62
ASN00009021,"PERTH AIRPORT, AS",4/9/1996,78,91,68
ASN00009021,"PERTH AIRPORT, AS",4/10/1996,75,89,69
ASN00009021,"PERTH AIRPORT, AS",4/11/1996,64,71,63
ASN00009021,"PERTH AIRPORT, AS",4/12/1996,62,73,58
ASN00009021,"PERTH AIRPORT, AS",4/13/1996,62,76,50
ASN00009021,"PERTH AIRPORT, AS",4/14/1996,68,81,55
ASN00009021,"PERTH AIRPORT, AS",4/15/1996,72,85,59
ASN00009021,"PERTH AIRPORT, AS",4/16/1996,74,85,61
ASN00009021,"PERTH AIRPORT, AS",4/17/1996,80,93,64
ASN00009021,"PERTH AIRPORT, AS",4/18/1996,74,87,71
ASN00009021,"PERTH AIRPORT, AS",4/19/1996,65,72,65
ASN00009021,"PERTH AIRPORT, AS",4/20/1996,57,69,56
ASN00009021,"PERTH AIRPORT, AS",4/21/1996,58,72,44
ASN00009021,"PERTH AIRPORT, AS",4/22/1996,58,71,46
ASN00009021,"PERTH AIRPORT, AS",4/23/1996,59,71,46
ASN00009021,"PERTH AIRPORT, AS",4/24/1996,63,73,50
ASN00009021,"PERTH AIRPORT, AS",4/25/1996,63,73,54
ASN00009021,"PERTH AIRPORT, AS",4/26/1996,63,79,54
ASN00009021,"PERTH AIRPORT, AS",4/27/1996,66,78,50
ASN00009021,"PERTH AIRPORT, AS",4/28/1996,70,81,58
ASN00009021,"PERTH AIRPORT, AS",4/29/1996,69,84,60
ASN00009021,"PERTH AIRPORT, AS",4/30/1996,68,82,57
ASN00009021,"PERTH AIRPORT, AS",5/1/1996,63,77,59
ASN00009021,"PERTH AIRPORT, AS",5/2/1996,64,80,51
ASN00009021,"PERTH AIRPORT, AS",5/3/1996,67,81,53
ASN00009021,"PERTH AIRPORT, AS",5/4/1996,65,77,57
ASN00009021,"PERTH AIRPORT, AS",5/5/1996,65,73,55
ASN00009021,"PERTH AIRPORT, AS",5/6/1996,72,82,60
ASN00009021,"PERTH AIRPORT, AS",5/7/1996,78,90,68
ASN00009021,"PERTH AIRPORT, AS",5/8/1996,65,75,64
ASN00009021,"PERTH AIRPORT, AS",5/9/1996,65,74,60
ASN00009021,"PERTH AIRPORT, AS",5/10/1996,55,68,57
ASN00009021,"PERTH AIRPORT, AS",5/11/1996,53,67,42
ASN00009021,"PERTH AIRPORT, AS",5/12/1996,57,70,40
ASN00009021,"PERTH AIRPORT, AS",5/13/1996,60,71,46
ASN00009021,"PERTH AIRPORT, AS",5/14/1996,67,76,53
ASN00009021,"PERTH AIRPORT, AS",5/15/1996,63,71,60
ASN00009021,"PERTH AIRPORT, AS",5/16/1996,62,72,58
ASN00009021,"PERTH AIRPORT, AS",5/17/1996,57,68,56
ASN00009021,"PERTH AIRPORT, AS",5/18/1996,53,67,44
ASN00009021,"PERTH AIRPORT, AS",5/19/1996,56,70,43
ASN00009021,"PERTH AIRPORT, AS",5/20/1996,57,73,45
ASN00009021,"PERTH AIRPORT, AS",5/21/1996,57,73,44
ASN00009021,"PERTH AIRPORT, AS",5/22/1996,58,75,46
ASN00009021,"PERTH AIRPORT, AS",5/23/1996,63,76,47
ASN00009021,"PERTH AIRPORT, AS",5/24/1996,63,75,55
ASN00009021,"PERTH AIRPORT, AS",5/25/1996,63,76,53
ASN00009021,"PERTH AIRPORT, AS",5/26/1996,59,77,56
ASN00009021,"PERTH AIRPORT, AS",5/27/1996,58,74,44
ASN00009021,"PERTH AIRPORT, AS",5/28/1996,60,77,47
ASN00009021,"PERTH AIRPORT, AS",5/29/1996,61,80,49
ASN00009021,"PERTH AIRPORT, AS",5/30/1996,70,82,48
ASN00009021,"PERTH AIRPORT, AS",5/31/1996,62,68,61
ASN00009021,"PERTH AIRPORT, AS",6/1/1996,58,65,57
ASN00009021,"PERTH AIRPORT, AS",6/2/1996,60,70,51
ASN00009021,"PERTH AIRPORT, AS",6/3/1996,57,67,53
ASN00009021,"PERTH AIRPORT, AS",6/4/1996,54,68,48
ASN00009021,"PERTH AIRPORT, AS",6/5/1996,54,68,44
ASN00009021,"PERTH AIRPORT, AS",6/6/1996,56,69,42
ASN00009021,"PERTH AIRPORT, AS",6/7/1996,59,69,49
ASN00009021,"PERTH AIRPORT, AS",6/8/1996,61,71,51
ASN00009021,"PERTH AIRPORT, AS",6/9/1996,62,71,54
ASN00009021,"PERTH AIRPORT, AS",6/10/1996,60,73,55
ASN00009021,"PERTH AIRPORT, AS",6/11/1996,59,71,50
ASN00009021,"PERTH AIRPORT, AS",6/12/1996,56,68,49
ASN00009021,"PERTH AIRPORT, AS",6/13/1996,57,69,45
ASN00009021,"PERTH AIRPORT, AS",6/14/1996,59,73,51
ASN00009021,"PERTH AIRPORT, AS",6/15/1996,59,69,50
ASN00009021,"PERTH AIRPORT, AS",6/16/1996,57,65,52
ASN00009021,"PERTH AIRPORT, AS",6/17/1996,61,69,53
ASN00009021,"PERTH AIRPORT, AS",6/18/1996,62,68,56
ASN00009021,"PERTH AIRPORT, AS",6/19/1996,58,65,56
ASN00009021,"PERTH AIRPORT, AS",6/20/1996,59,65,55
ASN00009021,"PERTH AIRPORT, AS",6/21/1996,49,58,53
ASN00009021,"PERTH AIRPORT, AS",6/22/1996,54,62,44
ASN00009021,"PERTH AIRPORT, AS",6/23/1996,53,61,48
ASN00009021,"PERTH AIRPORT, AS",6/24/1996,50,60,46
ASN00009021,"PERTH AIRPORT, AS",6/25/1996,58,67,41
ASN00009021,"PERTH AIRPORT, AS",6/26/1996,57,64,45
ASN00009021,"PERTH AIRPORT, AS",6/27/1996,60,65,53
ASN00009021,"PERTH AIRPORT, AS",6/28/1996,60,68,56
ASN00009021,"PERTH AIRPORT, AS",6/29/1996,61,71,53
ASN00009021,"PERTH AIRPORT, AS",6/30/1996,56,64,55
ASN00009021,"PERTH AIRPORT, AS",7/1/1996,59,67,47
ASN00009021,"PERTH AIRPORT, AS",7/2/1996,61,68,52
ASN00009021,"PERTH AIRPORT, AS",7/3/1996,56,61,54
ASN00009021,"PERTH AIRPORT, AS",7/4/1996,56,64,53
ASN00009021,"PERTH AIRPORT, AS",7/5/1996,55,65,50
ASN00009021,"PERTH AIRPORT, AS",7/6/1996,57,69,45
ASN00009021,"PERTH AIRPORT, AS",7/7/1996,59,67,50
ASN00009021,"PERTH AIRPORT, AS",7/8/1996,56,66,54
ASN00009021,"PERTH AIRPORT, AS",7/9/1996,52,63,50
ASN00009021,"PERTH AIRPORT, AS",7/10/1996,50,61,45
ASN00009021,"PERTH AIRPORT, AS",7/11/1996,54,62,42
ASN00009021,"PERTH AIRPORT, AS",7/12/1996,55,63,47
ASN00009021,"PERTH AIRPORT, AS",7/13/1996,56,63,49
ASN00009021,"PERTH AIRPORT, AS",7/14/1996,57,61,51
ASN00009021,"PERTH AIRPORT, AS",7/15/1996,60,65,54
ASN00009021,"PERTH AIRPORT, AS",7/16/1996,62,67,56
ASN00009021,"PERTH AIRPORT, AS",7/17/1996,60,64,56
ASN00009021,"PERTH AIRPORT, AS",7/18/1996,58,64,54
ASN00009021,"PERTH AIRPORT, AS",7/19/1996,56,63,53
ASN00009021,"PERTH AIRPORT, AS",7/20/1996,58,65,49
ASN00009021,"PERTH AIRPORT, AS",7/21/1996,58,66,54
ASN00009021,"PERTH AIRPORT, AS",7/22/1996,57,65,54
ASN00009021,"PERTH AIRPORT, AS",7/23/1996,58,64,48
ASN00009021,"PERTH AIRPORT, AS",7/24/1996,51,60,51
ASN00009021,"PERTH AIRPORT, AS",7/25/1996,56,65,45
ASN00009021,"PERTH AIRPORT, AS",7/26/1996,59,70,49
ASN00009021,"PERTH AIRPORT, AS",7/27/1996,59,69,52
ASN00009021,"PERTH AIRPORT, AS",7/28/1996,57,66,52
ASN00009021,"PERTH AIRPORT, AS",7/29/1996,64,70,54
ASN00009021,"PERTH AIRPORT, AS",7/30/1996,57,64,57
ASN00009021,"PERTH AIRPORT, AS",7/31/1996,56,61,51
ASN00009021,"PERTH AIRPORT, AS",8/1/1996,59,64,52
ASN00009021,"PERTH AIRPORT, AS",8/2/1996,58,63,55
ASN00009021,"PERTH AIRPORT, AS",8/3/1996,57,64,54
ASN00009021,"PERTH AIRPORT, AS",8/4/1996,56,64,45
ASN00009021,"PERTH AIRPORT, AS",8/5/1996,49,59,50
ASN00009021,"PERTH AIRPORT, AS",8/6/1996,53,60,37
ASN00009021,"PERTH AIRPORT, AS",8/7/1996,53,66,45
ASN00009021,"PERTH AIRPORT, AS",8/8/1996,54,68,43
ASN00009021,"PERTH AIRPORT, AS",8/9/1996,56,70,42
ASN00009021,"PERTH AIRPORT, AS",8/10/1996,57,71,46
ASN00009021,"PERTH AIRPORT, AS",8/11/1996,53,62,49
ASN00009021,"PERTH AIRPORT, AS",8/12/1996,56,66,47
ASN00009021,"PERTH AIRPORT, AS",8/13/1996,47,58,49
ASN00009021,"PERTH AIRPORT, AS",8/14/1996,50,60,38
ASN00009021,"PERTH AIRPORT, AS",8/15/1996,51,62,43
ASN00009021,"PERTH AIRPORT, AS",8/16/1996,54,63,44
ASN00009021,"PERTH AIRPORT, AS",8/17/1996,53,62,48
ASN00009021,"PERTH AIRPORT, AS",8/18/1996,54,63,46
ASN00009021,"PERTH AIRPORT, AS",8/19/1996,59,66,46
ASN00009021,"PERTH AIRPORT, AS",8/20/1996,56,64,56
ASN00009021,"PERTH AIRPORT, AS",8/21/1996,53,62,49
ASN00009021,"PERTH AIRPORT, AS",8/22/1996,55,64,45
ASN00009021,"PERTH AIRPORT, AS",8/23/1996,58,65,49
ASN00009021,"PERTH AIRPORT, AS",8/24/1996,51,63,55
ASN00009021,"PERTH AIRPORT, AS",8/25/1996,52,64,40
ASN00009021,"PERTH AIRPORT, AS",8/26/1996,55,65,42
ASN00009021,"PERTH AIRPORT, AS",8/27/1996,60,69,50
ASN00009021,"PERTH AIRPORT, AS",8/28/1996,59,69,55
ASN00009021,"PERTH AIRPORT, AS",8/29/1996,62,74,53
ASN00009021,"PERTH AIRPORT, AS",8/30/1996,61,72,53
ASN00009021,"PERTH AIRPORT, AS",8/31/1996,56,67,54
ASN00009021,"PERTH AIRPORT, AS",9/1/1996,55,67,45
ASN00009021,"PERTH AIRPORT, AS",9/2/1996,59,71,46
ASN00009021,"PERTH AIRPORT, AS",9/3/1996,56,65,50
ASN00009021,"PERTH AIRPORT, AS",9/4/1996,56,67,45
ASN00009021,"PERTH AIRPORT, AS",9/5/1996,63,76,46
ASN00009021,"PERTH AIRPORT, AS",9/6/1996,58,66,57
ASN00009021,"PERTH AIRPORT, AS",9/7/1996,59,65,52
ASN00009021,"PERTH AIRPORT, AS",9/8/1996,60,69,52
ASN00009021,"PERTH AIRPORT, AS",9/9/1996,63,71,54
ASN00009021,"PERTH AIRPORT, AS",9/10/1996,55,65,59
ASN00009021,"PERTH AIRPORT, AS",9/11/1996,56,64,46
ASN00009021,"PERTH AIRPORT, AS",9/12/1996,55,66,52
ASN00009021,"PERTH AIRPORT, AS",9/13/1996,65,75,47
ASN00009021,"PERTH AIRPORT, AS",9/14/1996,66,71,57
ASN00009021,"PERTH AIRPORT, AS",9/15/1996,61,68,60
ASN00009021,"PERTH AIRPORT, AS",9/16/1996,63,69,57
ASN00009021,"PERTH AIRPORT, AS",9/17/1996,66,71,60
ASN00009021,"PERTH AIRPORT, AS",9/18/1996,59,67,58
ASN00009021,"PERTH AIRPORT, AS",9/19/1996,55,66,49
ASN00009021,"PERTH AIRPORT, AS",9/20/1996,57,70,44
ASN00009021,"PERTH AIRPORT, AS",9/21/1996,60,74,45
ASN00009021,"PERTH AIRPORT, AS",9/22/1996,56,63,52
ASN00009021,"PERTH AIRPORT, AS",9/23/1996,58,66,52
ASN00009021,"PERTH AIRPORT, AS",9/24/1996,56,67,52
ASN00009021,"PERTH AIRPORT, AS",9/25/1996,59,68,45
ASN00009021,"PERTH AIRPORT, AS",9/26/1996,58,63,51
ASN00009021,"PERTH AIRPORT, AS",9/27/1996,58,67,54
ASN00009021,"PERTH AIRPORT, AS",9/28/1996,54,66,49
ASN00009021,"PERTH AIRPORT, AS",9/29/1996,52,64,45
ASN00009021,"PERTH AIRPORT, AS",9/30/1996,55,63,40
ASN00009021,"PERTH AIRPORT, AS",10/1/1996,56,65,48
ASN00009021,"PERTH AIRPORT, AS",10/2/1996,57,69,49
ASN00009021,"PERTH AIRPORT, AS",10/3/1996,59,69,46
ASN00009021,"PERTH AIRPORT, AS",10/4/1996,59,69,54
ASN00009021,"PERTH AIRPORT, AS",10/5/1996,57,69,51
ASN00009021,"PERTH AIRPORT, AS",10/6/1996,62,76,46
ASN00009021,"PERTH AIRPORT, AS",10/7/1996,67,87,53
ASN00009021,"PERTH AIRPORT, AS",10/8/1996,65,77,51
ASN00009021,"PERTH AIRPORT, AS",10/9/1996,61,69,57
ASN00009021,"PERTH AIRPORT, AS",10/10/1996,52,64,54
ASN00009021,"PERTH AIRPORT, AS",10/11/1996,55,67,40
ASN00009021,"PERTH AIRPORT, AS",10/12/1996,61,75,44
ASN00009021,"PERTH AIRPORT, AS",10/13/1996,62,76,45
ASN00009021,"PERTH AIRPORT, AS",10/14/1996,62,76,51
ASN00009021,"PERTH AIRPORT, AS",10/15/1996,58,68,52
